	cik	gvkey	sic_list
	866671 	23137 	['679', '653']
	900708 	28435 	['506']
	842699 	14470 	['267', '284']
	842695 	17366 	['357']
	912295 	29276 	['783']
	872202 	24114 	['874']
	22099 	3206 	['492', '131', '517']
	1036425 	66468 	['737']
	1070778 	118284 	['484', '737']
	857470 	20889 	['737']
	1051871 	109366 	['603']
	88121 	9538 	['201', '473', '206', '491', '208']
	351616 	13055 	['602']
	855658 	16597 	['367']
	929697 	121233 	['281']
	52988 	6216 	['162']
	855654 	17101 	['283']
	1130464 	2259 	['491', '131', '517']
	891377 	28716 	['672', '628']
	1008946 	63894 	['737']
	772263 	2113 	['233']
	1017813 	64197 	['737']
	1057437 	31254 	['602']
	936528 	17145 	['603']
	711065 	65904 	['367']
	6292 	1634 	['737']
	714540 	6886 	['737']
	754128 	2060 	['737']
	902635 	29706 	['735']
	63814 	6873 	['242', '655', '794']
	63541 	7139 	['358', '363']
	37472 	4771 	['251']
	905724 	28585 	['737']
	905722 	28528 	['331']
	1086740 	126714 	['481']
	1002044 	61573 	['737']
	56978 	6509 	['335']
	1002517 	61685 	['737']
	2034 	1094 	['516', '512']
	1005230 	62167 	['357']
	855906 	61592 	['367']
	317551 	5626 	['286']
	71691 	7866 	['272', '271', '483']
	1008614 	62697 	['481']
	278327 	10665 	['451']
	875320 	24344 	['283']
	818074 	13645 	['506']
	714154 	3282 	['357']
	45379 	5465 	['541']
	1062019 	122447 	['737']
	1133421 	7985 	['737', '372', '381']
	90185 	9699 	['283']
	1089874 	124321 	['481']
	54050 	6288 	['391', '274']
	11199 	2154 	['267']
	1026671 	64866 	['799']
	1003390 	62296 	['472', '205']
	1022693 	64153 	['357']
	837290 	14923 	['131']
	938839 	31693 	['511']
	27419 	3813 	['531', '565', '533']
	824803 	15133 	['308', '321', '283', '382', '384']
	705200 	63244 	['602']
	709519 	12136 	['737']
	1159297 	11446 	['80', '262', '263', '281']
	913241 	29382 	['314', '566']
	1115222 	4094 	['732']
	752692 	7416 	['357']
	103071 	11117 	['382', '374', '371']
	316206 	5723 	['701']
	41719 	5179 	['262']
	805730 	12955 	['679']
	765880 	13125 	['679']
	910620 	29022 	['521']
	1063761 	29389 	['679']
	883241 	24975 	['737']
	814562 	14133 	['679']
	892535 	28471 	['679']
	356708 	18439 	['602']
	722808 	2213 	['512', '283']
	785787 	11903 	['308']
	785786 	12945 	['367']
	1043044 	65611 	['651', '650']
	705671 	19156 	['602']
	778734 	12236 	['359', '367']
	92122 	9850 	['491']
	1047202 	63196 	['733']
	1065591 	118503 	['820']
	833298 	30546 	['283']
	1060990 	118795 	['131']
	1022079 	64166 	['807']
	72573 	7951 	['387']
	3952 	13169 	['348', '366']
	1059155 	127438 	['737']
	19446 	2942 	['769', '504', '384']
	881791 	24926 	['421', '473']
	881790 	25140 	['603']
	1023128 	64175 	['550']
	54182 	6301 	['325']
	1068851 	115876 	['602']
	39092 	4903 	['331', '505']
	825692 	25777 	['263']
	66025 	7369 	['473', '633']
	354567 	14815 	['514', '131']
	887568 	25579 	['384']
	66029 	7370 	['444']
	354562 	28970 	['602']
	714710 	16791 	['602']
	714719 	18234 	['602']
	890763 	62833 	['384']
	1037652 	126140 	['602']
	818674 	13840 	['366']
	355948 	9125 	['506']
	13777 	2351 	['679']
	81112 	8819 	['251']
	807707 	13354 	['506']
	1078295 	120156 	['737']
	354707 	5526 	['491', '603', '499']
	75340 	8229 	['343', '354', '507', '359']
	814050 	13483 	['287']
	277135 	5256 	['500']
	921506 	63996 	['283']
	917823 	29883 	['737']
	921500 	30310 	['275']
	917821 	29874 	['384']
	1020476 	63980 	['371', '738']
	51644 	6136 	['731']
	1018099 	63637 	['286', '281']
	1074676 	118875 	['596']
	96116 	10312 	['252']
	754597 	61019 	['602']
	98222 	10565 	['440']
	4457 	1393 	['751', '633', '651']
	880115 	28296 	['131']
	880117 	24755 	['206']
	1081661 	121437 	['737']
	854398 	28775 	['357']
	57497 	6571 	['364', '308']
	915358 	29698 	['367']
	1009395 	62822 	['365']
	810876 	13219 	['358']
	25305 	31448 	['484']
	885546 	25353 	['561']
	879437 	24934 	['733', '737']
	814258 	13474 	['384']
	48638 	5726 	['273']
	817473 	65345 	['628']
	1037949 	61489 	['274', '481']
	1066104 	118502 	['874']
	888228 	25627 	['461', '449']
	80424 	8762 	['284', '209', '267']
	727207 	21118 	['737']
	885322 	25570 	['603']
	80420 	8699 	['361', '364']
	1013322 	63328 	['737']
	85149 	9240 	['614']
	1113256 	65399 	['371', '369']
	857907 	24976 	['603']
	743884 	6924 	['283']
	805037 	20158 	['632']
	761648 	13189 	['679']
	1031911 	66713 	['737', '367']
	914027 	29436 	['357']
	914024 	29353 	['349']
	914025 	8633 	['366']
	797721 	64088 	['366']
	1037646 	65772 	['359']
	1130144 	105538 	['602']
	10456 	2086 	['384', '283']
	1090061 	124254 	['306']
	1019878 	63797 	['873']
	768899 	22207 	['736']
	768892 	19557 	['632']
	845752 	15290 	['384', '738']
	1158026 	65064 	['603']
	37049 	31593 	['602']
	884940 	25186 	['565']
	1017047 	63666 	['375']
	1043236 	66365 	['679']
	739878 	9289 	['394']
	845289 	15291 	['131']
	887023 	29992 	['283']
	1045690 	65426 	['602']
	790498 	13016 	['737']
	826675 	14403 	['679']
	723188 	16790 	['602']
	876523 	24430 	['593']
	888914 	25694 	['512', '737']
	1108426 	8807 	['492', '491', '874']
	888916 	25688 	['394']
	888918 	61300 	['281']
	888919 	25877 	['633', '641']
	717423 	7620 	['131', '291']
	793604 	12337 	['737']
	50341 	4764 	['602']
	798168 	12634 	['736']
	313058 	9837 	['324', '144', '327']
	1039151 	65317 	['874']
	837339 	15089 	['421', '735']
	911434 	29632 	['421', '701']
	1000623 	61519 	['262']
	789933 	7938 	['363', '599', '353']
	840715 	18549 	['366', '384']
	1016933 	63518 	['602']
	354950 	5680 	['521']
	354952 	9545 	['357']
	858470 	20548 	['131']
	1056386 	124358 	['737']
	848865 	22140 	['495']
	919623 	30095 	['874', '873']
	72903 	7977 	['491', '499', '871']
	76282 	8350 	['507', '371', '372']
	38264 	62262 	['316']
	1019265 	64198 	['348', '382']
	51434 	6104 	['262', '263', '286', '241', '242', '511']
	937598 	31666 	['366']
	1084304 	122354 	['341']
	1037461 	65105 	['533']
	225051 	1728 	['541']
	1004434 	65886 	['628']
	1020866 	63674 	['16', '679']
	915508 	61558 	['737']
	215466 	3153 	['104']
	869561 	62064 	['481', '489']
	916314 	29692 	['343']
	913760 	31521 	['621']
	101594 	10938 	['679', '651']
	702325 	11896 	['602']
	828944 	17132 	['603']
	1038357 	14359 	['131']
	39135 	66004 	['581', '202', '679']
	92827 	9942 	['508']
	1045609 	29984 	['679']
	919999 	29963 	['504', '738']
	791519 	15521 	['596', '594']
	1010305 	62811 	['504', '737']
	809933 	13128 	['871', '873']
	922621 	61380 	['633', '631']
	1015328 	63781 	['602']
	895930 	65967 	['801']
	97745 	10530 	['382', '499']
	748212 	6343 	['508', '203']
	701985 	6733 	['562', '563', '594']
	880323 	24779 	['573', '596', '357']
	880321 	60950 	['737']
	1301611 	120297 	['806']
	833829 	28145 	['737']
	9442 	1992 	['243', '27']
	1139812 	31692 	['602']
	21157 	2553 	['353']
	814250 	66300 	['372']
	313616 	3735 	['342', '382']
	874255 	24191 	['283']
	943605 	62093 	['874', '254']
	81870 	28701 	['369', '204', '329']
	42284 	5215 	['679']
	717954 	10840 	['230']
	899297 	28266 	['367']
	923571 	30751 	['421']
	870760 	23769 	['581']
	948545 	61335 	['481']
	1046501 	119893 	['581']
	94056 	22496 	['284']
	942143 	60993 	['343']
	1002577 	61776 	['371', '503', '655']
	1002579 	61730 	['701']
	768408 	12575 	['283']
	799515 	12655 	['391']
	790023 	61314 	['336']
	920907 	30177 	['421']
	943819 	31887 	['384']
	33488 	4448 	['394', '357']
	742278 	8901 	['138', '373']
	742279 	30229 	['602']
	1025361 	64096 	['373', '871']
	1044862 	65834 	['616']
	1044865 	66101 	['873', '18']
	892112 	62632 	['283']
	1022321 	64063 	['517']
	849433 	62571 	['737']
	895329 	29616 	['267', '239']
	700612 	1766 	['421', '422']
	38079 	4844 	['517', '131']
	38074 	4843 	['283']
	83226 	9058 	['327', '263']
	34908 	4607 	['345']
	1002390 	61546 	['737']
	704051 	6653 	['628', '621', '616']
	34903 	4605 	['679']
	1057412 	12476 	['621', '628']
	1020258 	65303 	['632', '872', '801']
	876645 	24389 	['807']
	769207 	16763 	['603']
	85974 	9302 	['152', '616']
	1031798 	64606 	['737']
	876318 	24757 	['481']
	914923 	29642 	['799']
	1012482 	63053 	['357', '737']
	316736 	106418 	['131']
	311505 	8759 	['357']
	109563 	2101 	['599']
	351077 	3071 	['602']
	29534 	4016 	['533']
	1052045 	9613 	['78', '874']
	1063744 	113272 	['273']
	746598 	2352 	['399', '596']
	917692 	29806 	['233']
	1068292 	121835 	['737']
	1060439 	121436 	['737']
	79677 	8687 	['384']
	913599 	29427 	['357']
	1034670 	64690 	['371']
	913590 	29338 	['506']
	916076 	29733 	['142', '329']
	831641 	24783 	['871', '874']
	847431 	17061 	['635']
	924370 	30756 	['603']
	924373 	30783 	['799']
	750901 	24402 	['384']
	86772 	9406 	['131']
	1075706 	125234 	['602']
	217346 	10519 	['372', '371', '345', '614']
	751364 	12140 	['679']
	751365 	11185 	['253']
	61398 	6936 	['131']
	835342 	14629 	['201']
	1022622 	63941 	['283']
	829224 	25434 	['209', '514']
	851207 	16827 	['603']
	851205 	16188 	['382']
	1068875 	116772 	['737']
	896747 	21136 	['283']
	765207 	111940 	['602']
	1025953 	65737 	['679']
	885550 	25339 	['614']
	856529 	20005 	['273', '738', '679', '829']
	1038541 	65787 	['501']
	318154 	1602 	['283']
	22444 	3246 	['509', '331', '505']
	934509 	65916 	['594']
	872548 	14292 	['200']
	43704 	5330 	['491']
	1094019 	8060 	['495']
	1074078 	119974 	['602']
	730030 	61206 	['602']
	1070750 	7063 	['679']
	844965 	21237 	['281']
	75362 	8253 	['371', '615']
	793523 	12560 	['384']
	1058811 	126318 	['357']
	888693 	29066 	['382']
	1020416 	64156 	['731']
	755199 	11747 	['461', '131']
	93410 	2991 	['131', '291']
	914373 	29639 	['679']
	909298 	1956 	['679']
	98246 	13646 	['594', '509']
	899849 	28512 	['581']
	1082324 	122175 	['737']
	903267 	60798 	['131']
	1058828 	113178 	['384']
	1109848 	31270 	['602']
	1035240 	65060 	['603']
	850033 	15350 	['679']
	879101 	24731 	['679']
	879106 	26898 	['283']
	64279 	30234 	['131', '147']
	874759 	24218 	['526', '519']
	828146 	28374 	['357']
	927066 	61483 	['809']
	16873 	2697 	['281', '131']
	749254 	24792 	['729']
	749251 	12441 	['873', '874', '799', '870']
	722617 	21066 	['283', '519']
	1057083 	125014 	['737']
	351809 	4051 	['357']
	1224608 	12603 	['632', '614']
	6314 	1635 	['381']
	99047 	26523 	['737']
	320321 	9549 	['131']
	743316 	14256 	['367']
	850476 	15854 	['371']
	911522 	27701 	['481']
	1002175 	61684 	['357']
	845779 	15359 	['513']
	36995 	4739 	['602']
	71241 	7828 	['283']
	864760 	23120 	['533']
	701221 	2547 	['632', '631', '637']
	804188 	13208 	['504']
	827301 	17079 	['366']
	1141107 	28853 	['366']
	736994 	11793 	['283']
	863436 	23084 	['367']
	315709 	22086 	['602']
	811437 	61114 	['679']
	67727 	7537 	['491', '122', '481', '517', '131']
	793628 	31626 	['519']
	1071341 	117903 	['621', '628']
	920042 	30479 	['784']
	899749 	28322 	['679']
	851560 	28325 	['737']
	1053507 	105365 	['489']
	1089613 	123995 	['737']
	1041657 	120301 	['483']
	813945 	13870 	['153']
	62262 	7561 	['308']
	912595 	29649 	['679']
	724571 	12403 	['533']
	864890 	22957 	['873', '283']
	723254 	3062 	['232']
	1012019 	63000 	['551', '599']
	1166220 	12734 	['874', '809']
	746782 	14459 	['737']
	750577 	24232 	['602']
	750574 	61055 	['602']
	230131 	3229 	['366', '737']
	752714 	7161 	['735', '245']
	1292731 	11815 	['581']
	720507 	3354 	['737']
	720500 	8864 	['355', '354']
	758743 	11169 	['506', '367']
	97134 	10441 	['358']
	91649 	9804 	['737']
	858452 	20202 	['809']
	351817 	10221 	['131']
	1026816 	12352 	['781']
	1084145 	121561 	['737']
	1081316 	13427 	['491', '499']
	51410 	6102 	['514', '204']
	876103 	64271 	['352', '874']
	869369 	12046 	['131']
	800055 	15135 	['382']
	886530 	63018 	['737']
	27748 	3839 	['367']
	1007519 	62601 	['367']
	1012369 	63170 	['679', '233']
	318819 	1587 	['494']
	355007 	2246 	['384']
	276189 	4546 	['153']
	1394069 	121844 	['399']
	809875 	21685 	['283']
	812708 	13407 	['282']
	812703 	13329 	['366', '179']
	812700 	14593 	['265']
	812701 	13406 	['281', '358']
	913782 	29606 	['679']
	913781 	29601 	['621']
	949859 	61575 	['349']
	721675 	3713 	['541']
	764401 	4498 	['331']
	764403 	4160 	['494', '154']
	1075066 	22810 	['245']
	925655 	30599 	['496']
	915781 	31737 	['633']
	1070259 	117019 	['603']
	1051345 	31749 	['602']
	1051343 	62646 	['602']
	1015868 	63990 	['283']
	702902 	16956 	['602']
	1040596 	65156 	['641', '738']
	835405 	22546 	['326', '399']
	1040593 	65220 	['131']
	876043 	61527 	['384']
	105107 	11319 	['225']
	215403 	16747 	['632']
	69891 	24463 	['208']
	21175 	2558 	['633', '631']
	1083753 	107672 	['308', '615']
	1058703 	112179 	['481']
	926295 	20901 	['581']
	861361 	21487 	['253', '366']
	61986 	6994 	['373', '358', '353']
	794619 	12379 	['243']
	1065837 	121142 	['314']
	903651 	28717 	['737']
	874501 	24287 	['635', '628']
	200406 	6266 	['284', '384', '283']
	49754 	24291 	['679', '581', '204']
	778161 	11807 	['421']
	85535 	9273 	['679']
	1001606 	2271 	['342', '353', '348']
	889348 	25726 	['372', '367']
	1001604 	61584 	['836']
	22912 	3297 	['345', '738', '399', '366']
	944400 	60916 	['481']
	1046568 	66379 	['822']
	1020950 	111973 	['621']
	350832 	1533 	['655', '358', '281']
	1013796 	64930 	['602']
	932113 	31204 	['386']
	1013794 	63705 	['679']
	932111 	31147 	['367']
	1130310 	5742 	['491', '492', '499']
	1005270 	62284 	['737']
	2070 	1099 	['367', '361']
	1002554 	61758 	['599', '804', '801']
	854271 	23961 	['131', '492', '138']
	1084961 	121815 	['615']
	891482 	28749 	['679']
	1014552 	64713 	['355']
	1029688 	65768 	['735']
	949699 	61448 	['283']
	83246 	9061 	['602']
	216324 	14150 	['781']
	927653 	7171 	['208', '512', '737']
	827795 	25240 	['131']
	1091801 	125237 	['792', '220', '596']
	202375 	6619 	['509']
	1028087 	109580 	['874']
	351012 	6039 	['349']
	913201 	29728 	['792', '799']
	1068796 	127481 	['873']
	1381639 	16926 	['602']
	12978 	2290 	['262', '511', '249']
	1012466 	63082 	['283']
	850579 	119493 	['367']
	1050915 	66446 	['173']
	789019 	12141 	['737']
	7084 	1722 	['207']
	725363 	12711 	['283']
	1095073 	61388 	['633', '635']
	725813 	2965 	['229']
	1010915 	62860 	['283']
	1010919 	64931 	['382']
	706539 	3011 	['283']
	1016546 	64550 	['104']
	6494 	1650 	['366']
	8177 	16671 	['633', '631']
	1064710 	116505 	['599']
	747952 	24386 	['283']
	6948 	1703 	['367']
	1043000 	65732 	['836']
	930405 	31489 	['603']
	706777 	6716 	['344']
	92472 	9898 	['494']
	86759 	28836 	['679']
	887614 	28165 	['737']
	749872 	2061 	['314']
	1026486 	64898 	['481']
	34782 	15199 	['602']
	77385 	8470 	['492', '517', '131', '496']
	717216 	12430 	['737']
	3197 	1050 	['356']
	356037 	2573 	['737']
	886136 	27790 	['483']
	818968 	13781 	['495']
	818969 	17030 	['602']
	783325 	11550 	['491', '499']
	882087 	25781 	['635']
	912842 	29152 	['355']
	861884 	30671 	['505']
	813621 	14182 	['421', '282', '145']
	1000180 	61513 	['357']
	1078259 	121722 	['18']
	854860 	19911 	['371', '367']
	19150 	2917 	['262', '511']
	56583 	6492 	['362']
	832320 	14463 	['596']
	1014851 	62562 	['495', '308']
	921549 	62870 	['440']
	1069996 	115766 	['633', '615']
	942319 	31821 	['641']
	1003989 	64381 	['737']
	830257 	16674 	['602']
	881283 	25149 	['399', '366']
	65873 	1318 	['737', '481']
	1059130 	121315 	['481']
	1059131 	19124 	['603']
	909276 	28822 	['737']
	1090156 	124683 	['540']
	802481 	12785 	['201']
	25118 	16802 	['631', '641']
	25445 	3580 	['349', '372', '308', '382', '358']
	933036 	31460 	['735']
	933034 	31567 	['371']
	885508 	25462 	['655']
	857593 	24397 	['602']
	101382 	10916 	['602']
	82536 	8990 	['365', '367']
	42582 	5234 	['301', '305', '286']
	1073208 	109380 	['679']
	927003 	61562 	['367']
	1002125 	61690 	['364']
	785186 	12090 	['495']
	874992 	8049 	['131']
	1393066 	2337 	['267']
	1082484 	121562 	['602']
	201944 	4806 	['874']
	95552 	10195 	['371']
	726958 	2807 	['554']
	932631 	31459 	['283']
	320340 	6013 	['737', '806']
	320345 	7331 	['737']
	357173 	19150 	['602']
	9326 	1979 	['289']
	40987 	5125 	['508', '511']
	33073 	4412 	['308', '267']
	898306 	28138 	['384']
	8947 	1926 	['347', '364']
	37008 	4740 	['679', '382']
	1089697 	124361 	['131']
	719597 	5253 	['357']
	754737 	9445 	['491', '598', '492']
	719598 	7503 	['283']
	884905 	25124 	['281', '347']
	83588 	9112 	['615', '737', '276']
	707855 	25236 	['602']
	701719 	12096 	['594', '874', '737', '738']
	758830 	21204 	['738', '679']
	749660 	12874 	['357']
	5187 	1478 	['283']
	1053691 	63062 	['375']
	104987 	11310 	['384', '367', '357']
	1001838 	61811 	['102']
	84278 	9170 	['331']
	914066 	30660 	['349']
	775368 	1274 	['149', '633', '637']
	726601 	20109 	['602']
	1063393 	64738 	['679']
	814427 	14005 	['367', '346']
	720462 	12537 	['620']
	799729 	61600 	['873', '874']
	94784 	5336 	['283']
	913949 	29381 	['737']
	1043273 	12681 	['541']
	751978 	21238 	['367']
	1043277 	65609 	['473']
	1124198 	4818 	['122', '162', '508']
	1017008 	63669 	['483']
	751976 	7878 	['655', '10', '651', '494']
	1011255 	63233 	['737']
	750556 	10187 	['602']
	925928 	30577 	['489', '737']
	1022469 	64135 	['655', '10', '241', '242']
	849667 	65570 	['209']
	801873 	8465 	['308']
	225278 	4121 	['701']
	747540 	22972 	['506']
	67215 	4115 	['162']
	888953 	121080 	['737']
	1023844 	13649 	['621']
	31347 	112774 	['357']
	1034088 	113270 	['737']
	319120 	1095 	['731', '794', '483']
	812491 	13378 	['366']
	1069533 	9171 	['598', '492']
	812146 	16605 	['603']
	6571 	1655 	['233', '721', '569']
	318833 	10353 	['769', '354']
	351220 	2461 	['581']
	1047385 	66034 	['386', '367']
	1030341 	65488 	['737']
	1040017 	111492 	['283']
	1065633 	115519 	['481']
	730464 	3905 	['820']
	730469 	1034 	['283']
	737203 	9245 	['284']
	949876 	25033 	['281']
	949874 	65771 	['384']
	737207 	7694 	['283']
	949872 	61410 	['367']
	949870 	61581 	['208']
	72418 	7932 	['737', '738', '617']
	916354 	29662 	['737']
	1061393 	2856 	['491']
	1002910 	10860 	['491']
	822665 	14457 	['364']
	822662 	30888 	['602']
	1026744 	64638 	['357']
	929547 	31761 	['283']
	929546 	31528 	['173']
	943736 	60796 	['384']
	1054721 	125274 	['737']
	833444 	10787 	['367', '384', '349', '356']
	1075046 	119419 	['603']
	73093 	8003 	['331']
	55242 	6386 	['354', '331']
	1021917 	63890 	['357']
	859163 	1072 	['367']
	77597 	9921 	['308']
	782842 	11819 	['621']
	904163 	1526 	['635', '630', '633', '631', '632']
	896400 	62107 	['799']
	100716 	10832 	['633']
	75448 	14250 	['357']
	22701 	3275 	['364', '366', '737']
	895812 	29345 	['357']
	821361 	14337 	['162']
	1089443 	127075 	['737']
	1402747 	63967 	['737']
	1065857 	116588 	['737']
	854071 	17105 	['603']
	799268 	13873 	['356']
	790359 	19094 	['602']
	760436 	12263 	['737']
	716643 	9023 	['723']
	926019 	62925 	['737']
	716646 	3116 	['382', '504']
	719164 	4645 	['279']
	1014462 	64066 	['737']
	919015 	29939 	['289']
	919012 	30059 	['565']
	919013 	30649 	['357']
	773730 	11722 	['382']
	102438 	10819 	['679']
	900096 	61755 	['737']
	900091 	65825 	['737']
	932130 	31427 	['206', '205']
	1077771 	65228 	['602']
	1042046 	8431 	['633', '631']
	96943 	10407 	['362', '372', '384']
	1009657 	65215 	['736']
	874385 	24101 	['594']
	902787 	28707 	['596']
	52741 	12798 	['551', '622', '508']
	890801 	25783 	['737']
	874389 	24105 	['308']
	1310067 	6307 	['533']
	1022926 	63984 	['737']
	894490 	16684 	['603']
	65770 	63531 	['873']
	1022671 	64030 	['331']
	1090445 	124676 	['653']
	895364 	66367 	['591']
	914479 	29367 	['394']
	914478 	13932 	['316', '679']
	914475 	62921 	['283']
	1024452 	64130 	['517']
	715842 	11407 	['504']
	712815 	3584 	['737']
	918765 	29953 	['506', '367']
	791915 	12215 	['367']
	10081 	13365 	['283']
	895519 	27843 	['233']
	920947 	30257 	['283']
	920945 	30467 	['603']
	916907 	30055 	['603']
	945771 	63825 	['481']
	1009900 	65124 	['800']
	913888 	29689 	['365', '489', '781']
	798354 	12635 	['737', '609']
	1031283 	113609 	['737']
	15678 	2507 	['679', '871']
	798359 	65640 	['679']
	1017968 	63667 	['736', '737']
	930796 	31009 	['701']
	930245 	31232 	['799']
	930795 	30989 	['375']
	793982 	12356 	['365']
	793983 	12378 	['233']
	718789 	25980 	['399']
	1029740 	64733 	['603']
	922814 	30451 	['283', '287']
	945489 	2138 	['501', '367', '737']
	922812 	30448 	['527', '245', '614']
	922810 	30350 	['596']
	922811 	30594 	['628']
	1304994 	16991 	['602']
	930420 	61179 	['736']
	67931 	7554 	['276', '733']
	930429 	31535 	['603']
	92416 	9890 	['492', '162']
	67686 	7536 	['283', '287']
	814898 	14466 	['641']
	312367 	4736 	['602']
	728389 	11832 	['808']
	906551 	28700 	['737']
	906553 	29011 	['799']
	1022581 	63975 	['421']
	1021162 	63876 	['372']
	887637 	25921 	['401']
	1023184 	64029 	['737']
	318996 	11644 	['138', '131']
	1084755 	121493 	['737']
	843081 	15346 	['562']
	1067822 	122396 	['481']
	9984 	2049 	['349', '507']
	1108345 	61400 	['276']
	77360 	8463 	['355', '356', '346']
	107263 	11506 	['492', '131', '517', '461', '173', '489', '483']
	717238 	6922 	['737']
	856569 	22507 	['873']
	108215 	11573 	['367', '364']
	786765 	13193 	['736', '753']
	730255 	2615 	['366']
	862077 	65087 	['602']
	868809 	28256 	['131']
	1041891 	65701 	['208']
	819632 	14405 	['514', '541']
	1078271 	119574 	['357']
	69970 	7711 	['602']
	934549 	61004 	['628']
	77106 	8434 	['345', '362']
	925464 	62976 	['602']
	1029800 	5763 	['679']
	276283 	4467 	['369', '737']
	1018349 	64455 	['354']
	1051114 	110387 	['506']
	881771 	24860 	['382']
	1051118 	120723 	['737']
	921563 	30974 	['240']
	27904 	3851 	['451']
	1041095 	65311 	['495']
	732780 	8050 	['442']
	795445 	25004 	['382']
	1034941 	65179 	['275']
	1428156 	127234 	['737']
	1038078 	65477 	['653']
	81288 	8250 	['308']
	352825 	4860 	['505']
	1050797 	105936 	['230']
	780118 	13387 	['635', '633']
	215219 	60893 	['737']
	1070680 	117018 	['603']
	853665 	16665 	['581']
	925288 	61102 	['737']
	1015610 	63998 	['602']
	842023 	15414 	['283']
	885073 	25223 	['737']
	885074 	25241 	['357', '737']
	1068002 	115872 	['781', '484']
	710807 	12143 	['344', '367', '381']
	929757 	30948 	['489', '737']
	1001109 	61653 	['832']
	806011 	13065 	['308']
	874710 	24837 	['384']
	874716 	24197 	['283']
	63686 	7143 	['344', '371', '617']
	724004 	7275 	['382']
	836157 	14954 	['352']
	314037 	6459 	['621']
	95574 	10198 	['230']
	772349 	63782 	['614', '615']
	943355 	60975 	['603']
	1009480 	63161 	['473']
	1073085 	8487 	['651']
	9342 	1981 	['362']
	79958 	8717 	['332', '349', '354']
	9346 	1982 	['633']
	1090071 	124319 	['737']
	717837 	16853 	['602']
	849869 	64389 	['308', '341']
	703604 	6617 	['508']
	884650 	28916 	['369', '308']
	45260 	5456 	['232']
	205303 	4374 	['382']
	884383 	16930 	['602']
	884382 	27882 	['484', '272', '274']
	716783 	6552 	['327', '324']
	1031927 	65812 	['489']
	85704 	9284 	['541']
	50420 	5944 	['737', '504']
	44689 	5395 	['372', '679', '651']
	906780 	29129 	['581']
	906782 	28668 	['233']
	711377 	16453 	['384', '283']
	1031203 	65718 	['551']
	948263 	112966 	['874']
	808326 	64637 	['355']
	717538 	16668 	['602']
	940332 	31743 	['367']
	949240 	61403 	['452']
	314808 	2270 	['444']
	851520 	23027 	['874']
	768384 	11902 	['202']
	804328 	24800 	['679', '366']
	278130 	8579 	['571']
	849399 	15855 	['737']
	1039139 	65310 	['874']
	868780 	23753 	['371']
	720481 	10458 	['737']
	920776 	30337 	['679']
	804212 	12950 	['508', '281']
	797313 	20047 	['484']
	1050891 	66292 	['554', '517']
	893430 	30283 	['808']
	1016229 	63635 	['162', '871']
	949341 	61355 	['737']
	1065728 	121553 	['590']
	18169 	2812 	['16', '203', '18']
	87086 	9443 	['737', '874']
	5513 	12726 	['632', '631']
	735780 	11720 	['737']
	850436 	16469 	['308', '737']
	944948 	61060 	['233']
	79282 	15417 	['641']
	34088 	4503 	['131', '291']
	106413 	11436 	['483', '484', '737']
	1007084 	62564 	['399', '349']
	29905 	4058 	['355', '344', '353']
	883569 	28118 	['387', '594']
	1105192 	7668 	['517', '769']
	47307 	5621 	['382']
	812121 	13332 	['384']
	23675 	3416 	['421', '451', '473']
	812128 	13323 	['201']
	887403 	31467 	['511', '506', '473']
	319459 	14114 	['131']
	25895 	3622 	['221']
	792130 	25320 	['737']
	1060391 	112168 	['495']
	1007228 	21244 	['596']
	5133 	1468 	['277', '267']
	1030418 	64680 	['384']
	792861 	13758 	['737']
	846913 	28819 	['356']
	31107 	4186 	['342', '332']
	1019756 	63742 	['131']
	866368 	23793 	['679']
	946738 	61390 	['602']
	34629 	4585 	['356']
	859360 	60969 	['737']
	1075530 	119256 	['737']
	1075531 	119314 	['737']
	859368 	21186 	['283']
	733060 	8595 	['628', '241', '679']
	92339 	14201 	['602']
	19617 	2968 	['602']
	32666 	4328 	['401']
	19612 	15197 	['602']
	813298 	13381 	['565']
	748270 	7205 	['384']
	65195 	14064 	['358', '737', '335', '354']
	890319 	25950 	['679']
	811831 	16689 	['602']
	811830 	17130 	['603']
	890640 	17080 	['737']
	1036713 	64964 	['342']
	1015780 	63501 	['621']
	1093193 	124995 	['737']
	908315 	28785 	['590']
	1083712 	121717 	['737']
	908311 	29448 	['679']
	1004858 	8804 	['491', '492']
	1507934 	32280 	['483']
	723458 	19508 	['602']
	813471 	13417 	['229', '399']
	81362 	8850 	['285']
	921915 	30420 	['394', '679']
	853273 	14268 	['737']
	1074771 	120302 	['806']
	312907 	11084 	['384']
	98544 	25799 	['208', '518', '209']
	1001316 	61711 	['283']
	801529 	63445 	['386']
	790372 	12169 	['421', '473']
	790375 	13616 	['354', '371']
	878483 	24486 	['737']
	350563 	10277 	['491', '492', '122', '444']
	1059562 	112034 	['372']
	310056 	11161 	['366']
	942126 	31738 	['506']
	915290 	65622 	['737']
	320193 	1690 	['357']
	70033 	7723 	['641', '738']
	833845 	25655 	['138', '353']
	1048286 	28930 	['701', '836', '514']
	62418 	7045 	['371', '356']
	837166 	27969 	['737']
	1044880 	66272 	['602']
	763098 	12253 	['809', '801', '873']
	704562 	14603 	['283']
	826821 	2889 	['179']
	900349 	28303 	['232']
	885245 	25234 	['565']
	351789 	4275 	['382', '737']
	902274 	28462 	['322']
	902276 	28403 	['208']
