	cik	gvkey	sic_list
	896397 	27930 	['245', '521', '344', '614']
	1011586 	62880 	['382']
	811211 	21423 	['602']
	811210 	13308 	['283']
	811212 	13794 	['382']
	907077 	28979 	['679']
	907072 	28942 	['871']
	1046327 	65899 	['737']
	76267 	8348 	['367', '289']
	106945 	11483 	['349']
	73568 	8062 	['367', '366', '363']
	924168 	30614 	['364']
	217591 	11641 	['735']
	43350 	12994 	['492', '517']
	87864 	9504 	['204', '679']
	702301 	64633 	['679']
	866671 	23137 	['679', '653']
	900708 	28435 	['506', '367']
	842699 	14470 	['267', '512']
	842695 	17366 	['357']
	912295 	29276 	['783']
	872202 	24114 	['874']
	22099 	3206 	['492', '131', '517']
	1036425 	66468 	['737']
	857470 	20889 	['386']
	1051871 	109366 	['603']
	88121 	9538 	['515', '201', '473', '10']
	351616 	13055 	['602']
	855658 	16597 	['367']
	52988 	6216 	['162']
	855654 	17101 	['283']
	71525 	7853 	['596']
	1130464 	2259 	['491', '122', '131', '517', '737']
	891377 	28716 	['631', '628']
	1008946 	63894 	['737']
	772263 	2113 	['233']
	1017813 	64197 	['737']
	1057437 	31254 	['602']
	818467 	23133 	['284']
	936528 	17145 	['603']
	711065 	65904 	['367']
	6292 	1634 	['737']
	714540 	6886 	['737']
	754128 	2060 	['737']
	902635 	29706 	['735']
	63814 	6873 	['242', '335', '655', '794']
	63541 	7139 	['358', '363']
	37472 	4771 	['251']
	905724 	28585 	['737']
	905722 	28528 	['331']
	1046520 	19078 	['602']
	1002044 	61573 	['737']
	56978 	6509 	['355']
	1002517 	61685 	['357']
	2034 	1094 	['516']
	1005230 	62167 	['357']
	855906 	61592 	['367']
	317551 	5626 	['286']
	71691 	7866 	['272', '271', '483']
	1008614 	62697 	['481']
	1006459 	65753 	['737']
	278327 	10665 	['451']
	875320 	24344 	['283']
	818074 	13645 	['506']
	714154 	3282 	['357']
	45379 	5465 	['541']
	1133421 	7985 	['737', '372', '381']
	90185 	9699 	['283']
	54727 	6351 	['631', '628', '637', '621', '615']
	54050 	6288 	['391', '274']
	11199 	2154 	['267']
	840458 	18284 	['603']
	1026671 	64866 	['289', '874']
	1003390 	62296 	['356', '205', '308', '358']
	1022693 	64153 	['357']
	837290 	14923 	['131']
	938839 	31693 	['511']
	27419 	3813 	['531', '565', '533']
	824803 	15133 	['308']
	705200 	63244 	['602']
	709519 	12136 	['357']
	1159297 	11446 	['262', '281', '655']
	913241 	29382 	['314', '566']
	1115222 	4094 	['732', '628']
	752692 	7416 	['357']
	103071 	11117 	['374', '382']
	316206 	5723 	['679']
	41719 	5179 	['262']
	805730 	12955 	['679']
	765880 	13125 	['679']
	910620 	29022 	['521']
	1063761 	29389 	['679']
	883241 	24975 	['737']
	814562 	14133 	['679']
	892535 	28471 	['679']
	356708 	18439 	['602']
	722808 	2213 	['512']
	785787 	11903 	['308']
	785786 	12945 	['367']
	1043044 	65611 	['650']
	705671 	19156 	['602']
	778734 	12236 	['359']
	92122 	9850 	['491', '481']
	1047202 	63196 	['733']
	833298 	30546 	['283']
	1022079 	64166 	['807']
	72573 	7951 	['387']
	3952 	13169 	['348', '871', '366']
	19446 	2942 	['769', '504']
	881791 	24926 	['421', '473']
	881790 	25140 	['603']
	1023128 	64175 	['551']
	54182 	6301 	['314', '325', '273']
	1068851 	115876 	['602']
	39092 	4903 	['331', '505']
	825692 	25777 	['263']
	66025 	7369 	['473', '633', '614']
	354567 	14815 	['514', '131']
	887568 	25579 	['384']
	66029 	7370 	['444']
	354562 	28970 	['602']
	714710 	16791 	['602']
	714719 	18234 	['602']
	890763 	62833 	['384']
	818674 	13840 	['481']
	355948 	9125 	['506']
	13777 	2351 	['679']
	81112 	8819 	['251']
	1018891 	63925 	['225']
	807707 	13354 	['506']
	354707 	5526 	['491', '603', '444', '671']
	75340 	8229 	['343', '354', '359']
	814050 	13483 	['287']
	277135 	5256 	['500']
	921506 	63996 	['283']
	917823 	29883 	['737']
	921500 	30310 	['275']
	917821 	29874 	['384']
	1020476 	63980 	['371', '366', '738']
	51644 	6136 	['731']
	1018099 	63637 	['286', '281']
	96116 	10312 	['252']
	97579 	10511 	['222']
	754597 	61019 	['602']
	98222 	10565 	['449']
	4457 	1393 	['751', '633']
	880115 	28296 	['131']
	880117 	24755 	['206']
	728331 	10213 	['382', '737']
	880119 	24813 	['737']
	854398 	28775 	['357']
	57497 	6571 	['364', '308']
	915359 	29650 	['283']
	915358 	29698 	['367']
	1009395 	62822 	['365']
	810876 	13219 	['358']
	25305 	31448 	['484']
	885546 	25353 	['561']
	879437 	24934 	['737']
	1024752 	64309 	['737']
	814258 	13474 	['384']
	48638 	5726 	['273']
	890980 	25928 	['603']
	1066107 	4242 	['492', '131', '517', '679']
	353191 	63814 	['602']
	888228 	25627 	['449', '461']
	715148 	28837 	['602']
	26324 	3662 	['339', '359', '349']
	80424 	8762 	['284', '209', '267', '283']
	727207 	21118 	['737']
	885322 	25570 	['603']
	80420 	8699 	['361']
	1013322 	63328 	['737']
	1113256 	65399 	['371']
	857907 	24976 	['603']
	743884 	6924 	['283']
	805037 	20158 	['632']
	761648 	13189 	['679', '650']
	949229 	61365 	['737']
	914755 	5877 	['491', '874', '499', '493']
	914024 	29353 	['349']
	860713 	22255 	['131']
	914022 	29723 	['799']
	797721 	64088 	['366']
	95626 	62041 	['356']
	1019876 	111970 	['870']
	10456 	2086 	['384', '283']
	1019878 	63797 	['873']
	768899 	22207 	['736']
	768892 	19557 	['632']
	845752 	15290 	['384', '738']
	37049 	31593 	['602']
	884940 	25186 	['565']
	1017047 	63666 	['375']
	1043236 	66365 	['679']
	26938 	3747 	['553', '541']
	739878 	9289 	['394']
	845289 	15291 	['131']
	887023 	29992 	['283']
	790498 	13016 	['737']
	826675 	14403 	['679']
	723188 	16790 	['602']
	876523 	24430 	['593']
	888914 	25694 	['512']
	1108426 	8807 	['492', '491', '874']
	888916 	25688 	['394']
	888918 	61300 	['281']
	888919 	25877 	['633', '641']
	717423 	7620 	['291']
	793604 	12337 	['737']
	50341 	4764 	['602']
	798168 	12634 	['736']
	313058 	9837 	['324', '144', '327']
	1039151 	65317 	['873']
	837339 	15089 	['421']
	775542 	17059 	['633']
	848135 	23122 	['365']
	788043 	12239 	['504']
	911434 	29632 	['154', '701', '650', '421']
	1000623 	61519 	['262']
	789933 	7938 	['353', '122', '363']
	929545 	31095 	['679']
	840715 	18549 	['366']
	1016933 	63518 	['602']
	354950 	5680 	['521']
	354952 	9545 	['357']
	858470 	20548 	['131']
	848865 	22140 	['495']
	919623 	30095 	['873']
	72903 	7977 	['491', '496', '517', '651']
	76282 	8350 	['507', '336']
	38264 	62262 	['316']
	1019265 	64198 	['348', '382']
	51434 	6104 	['262', '263', '241', '242', '511']
	937598 	31666 	['366']
	1037461 	65105 	['533']
	225051 	1728 	['541']
	1004434 	65886 	['628']
	1020866 	63674 	['16', '679']
	915508 	61558 	['737']
	215466 	3153 	['104']
	869561 	62064 	['481', '489']
	916314 	29692 	['331', '343']
	913760 	31521 	['621']
	101594 	10938 	['679', '651']
	702325 	11896 	['602']
	828944 	17132 	['603']
	1038357 	14359 	['131']
	39135 	66004 	['581', '202', '679']
	92827 	9942 	['508']
	1045609 	29984 	['679']
	852164 	24923 	['806']
	919999 	29963 	['504']
	791519 	15521 	['594']
	1010305 	62811 	['504']
	809933 	13128 	['871']
	922621 	61380 	['633', '631']
	1015328 	63781 	['602']
	895930 	65967 	['801']
	97745 	10530 	['382', '384', '358', '355']
	748212 	6343 	['508', '203']
	701985 	6733 	['562']
	880323 	24779 	['573']
	880321 	60950 	['737']
	100759 	10848 	['283']
	899166 	28885 	['367']
	899162 	28326 	['679']
	833829 	28145 	['737']
	9442 	1992 	['27']
	1139812 	31692 	['602']
	21157 	2553 	['353']
	810467 	29659 	['357']
	814250 	66300 	['372']
	313616 	3735 	['342']
	874255 	24191 	['283']
	703799 	11162 	['581']
	81870 	28701 	['204', '369']
	42284 	5215 	['138', '679']
	717954 	10840 	['230']
	899297 	28266 	['367']
	923571 	30751 	['421']
	870760 	23769 	['581']
	948545 	61335 	['481']
	94056 	22496 	['284']
	56955 	6507 	['351']
	1005700 	62321 	['736']
	942143 	60993 	['343', '363']
	1002577 	61776 	['371']
	1002579 	61730 	['701']
	768408 	12575 	['283']
	799515 	12655 	['391']
	790023 	61314 	['367', '336']
	920907 	30177 	['421']
	943819 	31887 	['384']
	33488 	4448 	['394']
	742278 	8901 	['138', '373']
	1025361 	64096 	['373', '871']
	1044862 	65834 	['616']
	1044864 	66021 	['382', '384']
	1044865 	66101 	['18']
	892112 	62632 	['283']
	1022321 	64063 	['517']
	849433 	62571 	['737']
	895329 	29616 	['267']
	700612 	1766 	['421', '422']
	38079 	4844 	['517', '131']
	38074 	4843 	['283']
	83226 	9058 	['327', '263']
	34908 	4607 	['345']
	1002390 	61546 	['737']
	704051 	6653 	['621']
	34903 	4605 	['679']
	1057412 	12476 	['621', '628']
	1020258 	65303 	['874', '599', '632', '872']
	876645 	24389 	['807']
	769207 	16763 	['603']
	85974 	9302 	['153', '616', '621']
	1031798 	64606 	['737']
	876318 	24757 	['481']
	803578 	21663 	['737']
	914923 	29642 	['799']
	1012480 	63117 	['384']
	1012483 	63150 	['614', '472', '633']
	1012482 	63053 	['737']
	316736 	106418 	['131']
	311505 	8759 	['357']
	109563 	2101 	['508']
	351077 	3071 	['602']
	29534 	4016 	['533']
	1052045 	9613 	['78', '874']
	1063744 	113272 	['273']
	746598 	2352 	['399']
	917692 	29806 	['233']
	79677 	8687 	['384']
	913599 	29427 	['357']
	913598 	29366 	['357']
	1034670 	64690 	['371']
	913590 	29338 	['506']
	778718 	29223 	['451']
	916076 	29733 	['329']
	831641 	24783 	['871']
	847431 	17061 	['635']
	924370 	30756 	['603']
	924373 	30783 	['799']
	924374 	30914 	['504']
	750901 	24402 	['384']
	86772 	9406 	['131']
	217346 	10519 	['371', '345', '614']
	751364 	12140 	['679']
	751365 	11185 	['253']
	61398 	6936 	['131']
	835342 	14629 	['201']
	1022622 	63941 	['283']
	829224 	25434 	['209']
	851207 	16827 	['603']
	851205 	16188 	['382']
	1068875 	116772 	['737']
	896747 	21136 	['283']
	1025953 	65737 	['679']
	885550 	25339 	['614', '732']
	856529 	20005 	['273', '829', '738', '679']
	1038541 	65787 	['501']
	318154 	1602 	['283']
	22444 	3246 	['509', '331', '505']
	67182 	7475 	['286', '131', '291']
	65637 	18914 	['602']
	934509 	65916 	['594']
	872548 	14292 	['581', '209']
	43704 	5330 	['491']
	1094019 	8060 	['495']
	730030 	61206 	['602']
	1070750 	7063 	['679']
	1004939 	16417 	['504']
	844965 	21237 	['281']
	75362 	8253 	['371', '553']
	793523 	12560 	['384']
	793524 	12377 	['873']
	888693 	29066 	['382']
	1020416 	64156 	['731']
	908121 	30742 	['283']
	755199 	11747 	['461', '131']
	93410 	2991 	['131', '291', '122']
	949173 	63934 	['283']
	909298 	1956 	['679']
	98246 	13646 	['594']
	899849 	28512 	['581']
	903267 	60798 	['131']
	1009379 	64404 	['801']
	1035240 	65060 	['603']
	850033 	15350 	['679']
	879101 	24731 	['679']
	879106 	26898 	['283']
	64279 	30234 	['131', '147']
	874759 	24218 	['526']
	828146 	28374 	['357']
	791704 	65633 	['596']
	927066 	61483 	['809']
	16873 	2697 	['131', '281', '295']
	749254 	24792 	['720']
	749251 	12441 	['873']
	722617 	21066 	['283']
	943318 	60951 	['737']
	1224608 	12603 	['632', '614']
	6314 	1635 	['367']
	99047 	26523 	['357']
	320321 	9549 	['492', '131']
	743316 	14256 	['367']
	850476 	15854 	['371']
	911522 	27701 	['481']
	836442 	14878 	['131']
	1002175 	61684 	['357']
	845779 	15359 	['504', '560']
	36995 	4739 	['602']
	939730 	31704 	['737']
	71241 	7828 	['382']
	703645 	4293 	['284']
	775473 	61679 	['602']
	102138 	11030 	['382']
	865754 	110533 	['359']
	701221 	2547 	['631', '633', '632', '637']
	804188 	13208 	['504']
	827301 	17079 	['366']
	1141107 	28853 	['366']
	892872 	25983 	['596']
	736994 	11793 	['283']
	863436 	23084 	['367']
	315709 	22086 	['602']
	811437 	61114 	['679']
	67727 	7537 	['491', '122', '481', '493', '517', '131']
	793628 	31626 	['519']
	920042 	30479 	['784']
	899749 	28322 	['679']
	851560 	28325 	['737']
	1053507 	105365 	['489']
	912593 	29359 	['679']
	813945 	13870 	['153']
	62262 	7561 	['308']
	912595 	29649 	['679']
	930610 	31048 	['801']
	724571 	12403 	['533']
	919550 	61469 	['369']
	864890 	22957 	['873', '283']
	723254 	3062 	['232']
	1012019 	63000 	['551', '599', '553']
	1166220 	12734 	['874', '809']
	1016951 	22380 	['581']
	746782 	14459 	['737']
	750577 	24232 	['602']
	750574 	61055 	['602']
	230131 	3229 	['366', '737']
	752714 	7161 	['735', '245']
	1292731 	11815 	['581']
	720507 	3354 	['737']
	720500 	8864 	['355']
	758743 	11169 	['506', '367']
	1038277 	65280 	['283']
	38242 	14398 	['131']
	91649 	9804 	['737']
	823556 	9069 	['494', '871']
	858452 	20202 	['809', '737']
	351817 	10221 	['131']
	1026816 	12352 	['781', '679']
	1081316 	13427 	['499']
	51410 	6102 	['204', '514']
	876103 	64271 	['352', '874']
	869369 	12046 	['131']
	800055 	15135 	['308']
	886530 	63018 	['873', '737']
	27748 	3839 	['367', '384']
	1007519 	62601 	['367']
	1012369 	63170 	['679']
	318819 	1587 	['494']
	725151 	25699 	['807']
	355007 	2246 	['384']
	904101 	29315 	['602']
	74778 	8171 	['491', '492', '655']
	809875 	21685 	['283']
	812708 	13407 	['282']
	932110 	63755 	['452', '473', '451']
	812703 	13329 	['366']
	812700 	14593 	['265']
	812701 	13406 	['281', '358']
	913782 	29606 	['679']
	913781 	29601 	['621']
	949859 	61575 	['285']
	721675 	3713 	['541']
	873571 	24170 	['495']
	764401 	4498 	['331']
	721670 	62234 	['602']
	764403 	4160 	['494', '154']
	1002938 	61775 	['581']
	1075066 	22810 	['245']
	925655 	30599 	['496']
	915781 	31737 	['633']
	1070259 	117019 	['603']
	1051345 	31749 	['602']
	1051343 	62646 	['602']
	1015868 	63990 	['283']
	702902 	16956 	['602']
	1040596 	65156 	['641']
	835405 	22546 	['326']
	1040593 	65220 	['131']
	876043 	61527 	['384']
	105107 	11319 	['225']
	215403 	16747 	['632', '631']
	69891 	24463 	['208']
	21175 	2558 	['633', '631', '630']
	1058703 	112179 	['481']
	926295 	20901 	['581']
	1023275 	64112 	['617', '152', '651', '679']
	861361 	21487 	['253']
	878197 	24509 	['737']
	61986 	6994 	['373', '358', '353']
	794619 	12379 	['243']
	1053246 	12742 	['651']
	903651 	28717 	['737']
	874501 	24287 	['635', '628']
	200406 	6266 	['284', '384', '283']
	49754 	24291 	['679', '581', '204']
	778161 	11807 	['421']
	85535 	9273 	['679']
	1001606 	2271 	['342', '353', '348']
	889348 	25726 	['372']
	1001604 	61584 	['836']
	1001603 	61594 	['635']
	22912 	3297 	['871', '366', '345', '173', '506']
	944400 	60916 	['481']
	1046568 	66379 	['820']
	1020950 	111973 	['621']
	350832 	1533 	['655', '358', '281']
	932112 	31144 	['737']
	932113 	31204 	['386']
	57515 	6573 	['203', '306', '322']
	932111 	31147 	['367']
	1130310 	5742 	['491', '492', '499']
	1005270 	62284 	['737', '781']
	2070 	1099 	['362']
	1002554 	61758 	['599', '804', '801']
	1003608 	63003 	['384']
	854271 	23961 	['131', '492', '138']
	890821 	26837 	['679']
	891482 	28749 	['701']
	1014552 	64713 	['355']
	1029688 	65768 	['735']
	949699 	61448 	['283']
	62675 	24651 	['384']
	83246 	9061 	['602']
	1005858 	62855 	['784']
	927653 	7171 	['208', '512']
	827795 	25240 	['131']
	202375 	6619 	['509']
	1028087 	109580 	['874']
	351012 	6039 	['349', '355']
	913201 	29728 	['738']
	1381639 	16926 	['602']
	12978 	2290 	['262', '511', '243']
	1012466 	63082 	['283']
	1017526 	63470 	['737']
	1050915 	66446 	['173']
	789019 	12141 	['737']
	7084 	1722 	['207']
	725363 	12711 	['283']
	1095073 	61388 	['633']
	725813 	2965 	['229']
	1010915 	62860 	['283']
	1010919 	64931 	['382']
	706539 	3011 	['283']
	1016546 	64550 	['104']
	6494 	1650 	['366']
	8177 	16671 	['633', '631', '630']
	1064710 	116505 	['599']
	747952 	24386 	['283']
	6948 	1703 	['367']
	1043000 	65732 	['830']
	930405 	31489 	['603']
	706777 	6716 	['344']
	92472 	9898 	['494']
	86759 	28836 	['679']
	887614 	28165 	['737']
	749872 	2061 	['314', '239']
	1026486 	64898 	['481']
	34782 	15199 	['602']
	77385 	8470 	['492']
	912153 	29394 	['153']
	717216 	12430 	['999']
	3197 	1050 	['356', '738']
	356037 	2573 	['737']
	879884 	24841 	['345', '349', '508', '344']
	818968 	13781 	['495']
	818969 	17030 	['602']
	783325 	11550 	['491', '492', '496']
	882087 	25781 	['635']
	912842 	29152 	['355']
	861884 	30671 	['505']
	813621 	14182 	['421', '145']
	1000180 	61513 	['357']
	858155 	24852 	['282']
	854860 	19911 	['371', '367']
	19150 	2917 	['262', '511']
	56583 	6492 	['362']
	832320 	14463 	['573']
	1014851 	62562 	['495', '308']
	921898 	64171 	['357']
	921549 	62870 	['449']
	1069996 	115766 	['633', '615']
	942319 	31821 	['641']
	1003989 	64381 	['737']
	830257 	16674 	['602']
	881283 	25149 	['366']
	65873 	1318 	['481', '737', '506']
	1059131 	19124 	['603']
	909276 	28822 	['737']
	753601 	13423 	['367']
	802481 	12785 	['201']
	25118 	16802 	['631', '641']
	25445 	3580 	['503', '349', '372', '308', '382', '358', '353']
	933036 	31460 	['735']
	933034 	31567 	['371']
	885508 	25462 	['655']
	857593 	24397 	['602']
	101382 	10916 	['602']
	82536 	8990 	['365', '367']
	42582 	5234 	['301', '305', '286']
	927003 	61562 	['367']
	1002125 	61690 	['364']
	785186 	12090 	['495']
	874992 	8049 	['131']
	1393066 	2337 	['262', '267', '242']
	57187 	6548 	['331']
	201944 	4806 	['874']
	95552 	10195 	['371']
	726958 	2807 	['554']
	932631 	31459 	['283']
	320340 	6013 	['737']
	914252 	29411 	['382']
	320345 	7331 	['737']
	357173 	19150 	['602']
	9326 	1979 	['281', '289']
	40987 	5125 	['508', '511', '364']
	33073 	4412 	['308']
	898306 	28138 	['384']
	8947 	1926 	['347', '364', '349']
	37008 	4740 	['679']
	719597 	5253 	['357']
	754737 	9445 	['491', '598', '492', '517']
	719598 	7503 	['283']
	884905 	25124 	['281', '347']
	83588 	9112 	['615', '737', '276']
	707855 	25236 	['602']
	701719 	12096 	['594', '874', '593']
	758830 	21204 	['366', '738', '679']
	1021354 	64003 	['799']
	749660 	12874 	['357']
	5187 	1478 	['287', '283', '384']
	1053691 	63062 	['375']
	1001838 	61811 	['102']
	84278 	9170 	['331']
	914066 	30660 	['349', '354']
	775368 	1274 	['507', '149', '633', '637']
	914069 	29891 	['635']
	726601 	20109 	['602']
	811419 	13922 	['140']
	814427 	14005 	['357']
	720462 	12537 	['737']
	799729 	61600 	['873']
	94784 	5336 	['283']
	913949 	29381 	['737']
	1043273 	12681 	['541']
	751978 	21238 	['367']
	1043277 	65609 	['473']
	1124198 	4818 	['162', '122']
	1017008 	63669 	['483']
	751976 	7878 	['655', '10', '651', '494']
	1062621 	113036 	['737']
	78716 	8596 	['11']
	1011255 	63233 	['737']
	750556 	10187 	['602']
	98362 	10581 	['356', '331']
	1022469 	64135 	['655', '10', '241', '242']
	849667 	65570 	['209']
	801873 	8465 	['308']
	225278 	4121 	['701']
	747540 	22972 	['506']
	67215 	4115 	['162']
	1023844 	13649 	['621']
	31347 	112774 	['357']
	1034088 	113270 	['737']
	319120 	1095 	['731', '794', '483']
	812491 	13378 	['366']
	319126 	1021 	['386']
	812146 	16605 	['603']
	6571 	1655 	['233', '721', '569']
	318833 	10353 	['769']
	930090 	62455 	['382']
	351220 	2461 	['581']
	1047385 	66034 	['386', '369']
	77231 	8452 	['492', '517', '162']
	1030341 	65488 	['737']
	1040017 	111492 	['283']
	730464 	3905 	['822']
	730469 	1034 	['283']
	737203 	9245 	['284']
	949876 	25033 	['281']
	949874 	65771 	['384']
	737207 	7694 	['283']
	949872 	61410 	['367']
	949870 	61581 	['208']
	72418 	7932 	['737', '738', '617']
	916354 	29662 	['737']
	1061393 	2856 	['491', '492']
	1002910 	10860 	['491', '499']
	822665 	14457 	['364']
	859303 	21081 	['596']
	822663 	14309 	['284']
	929547 	31761 	['283']
	929546 	31528 	['171']
	943736 	60796 	['384']
	833441 	14866 	['874']
	833444 	10787 	['335', '384', '349', '356']
	73093 	8003 	['331']
	55242 	6386 	['354']
	1021917 	63890 	['357']
	859163 	1072 	['367']
	77597 	9921 	['308']
	782842 	11819 	['621']
	904163 	1526 	['635', '630', '633', '631', '632']
	896400 	62107 	['799']
	100716 	10832 	['641']
	102379 	10813 	['871']
	75448 	14250 	['357']
	22701 	3275 	['364', '362']
	895812 	29345 	['357']
	821361 	14337 	['162']
	1402747 	63967 	['737']
	1065857 	116588 	['737']
	854071 	17105 	['603']
	799268 	13873 	['356']
	790359 	19094 	['602']
	760436 	12263 	['737']
	1046817 	66546 	['872', '733', '738']
	716643 	9023 	['723']
	926019 	62925 	['737']
	716646 	3116 	['382']
	716644 	7745 	['701']
	1014462 	64066 	['737']
	923020 	30931 	['805', '806']
	919015 	29939 	['289']
	919012 	30059 	['565']
	919013 	30649 	['357']
	707817 	18891 	['602']
	773730 	11722 	['382']
	102438 	10819 	['679']
	900096 	61755 	['737']
	900095 	28910 	['366']
	900091 	65825 	['737']
	932130 	31427 	['206', '205']
	1077771 	65228 	['602']
	1042046 	8431 	['635', '631']
	96943 	10407 	['362', '372', '384']
	1009657 	65215 	['736']
	874384 	24106 	['283']
	874385 	24101 	['594']
	902787 	28707 	['596']
	52741 	12798 	['551', '622', '508']
	890801 	25783 	['737']
	874389 	24105 	['308']
	1310067 	6307 	['533']
	60653 	3185 	['492']
	1022926 	63984 	['737']
	894490 	16684 	['603']
	6383 	1641 	['364', '679']
	1022671 	64030 	['331']
	895364 	66367 	['591']
	914479 	29367 	['394']
	914478 	13932 	['316']
	914475 	62921 	['283']
	1024452 	64130 	['517']
	715842 	11407 	['504']
	712815 	3584 	['737']
	918765 	29953 	['506', '367']
	791915 	12215 	['367']
	10081 	13365 	['283']
	72596 	7955 	['598']
	895519 	27843 	['233']
	920947 	30257 	['283']
	920945 	30467 	['603']
	916907 	30055 	['603']
	945771 	63825 	['481']
	1009900 	65124 	['802']
	913888 	29689 	['365', '489', '781']
	798354 	12635 	['737', '609']
	913883 	31755 	['331']
	1031283 	113609 	['737']
	15678 	2507 	['679', '871']
	798359 	65640 	['679']
	1017968 	63667 	['736']
	1012441 	63207 	['641']
	1012442 	63086 	['176', '349']
	930796 	31009 	['701']
	930245 	31232 	['799']
	930795 	30989 	['375']
	793982 	12356 	['365']
	793983 	12378 	['233']
	718789 	25980 	['399']
	922814 	30451 	['283']
	945489 	2138 	['501', '367', '737']
	922812 	30448 	['527', '245', '614', '421']
	922810 	30350 	['596']
	922811 	30594 	['620']
	1304994 	16991 	['602']
	930420 	61179 	['736']
	775995 	11915 	['371']
	67931 	7554 	['276', '733']
	930429 	31535 	['603']
	92416 	9890 	['492', '162']
	67686 	7536 	['287', '283', '286', '871']
	814898 	14466 	['641']
	312367 	4736 	['602']
	728389 	11832 	['808']
	906551 	28700 	['737']
	906553 	29011 	['799']
	50716 	5986 	['382']
	1022581 	63975 	['421']
	47518 	5639 	['399']
	887637 	25921 	['371']
	1023184 	64029 	['737']
	318996 	11644 	['138', '131']
	843081 	15346 	['562']
	9984 	2049 	['349', '507']
	1108345 	61400 	['276']
	77360 	8463 	['355', '356']
	67975 	7557 	['382']
	717238 	6922 	['737']
	856569 	22507 	['873']
	108215 	11573 	['364']
	786765 	13193 	['736', '753']
	730255 	2615 	['366']
	815274 	13899 	['736', '731']
	868809 	28256 	['131']
	1041891 	65701 	['208']
	819632 	14405 	['514']
	69970 	7711 	['602']
	934549 	61004 	['628']
	77106 	8434 	['345']
	1029800 	5763 	['679']
	276283 	4467 	['369', '737']
	760992 	23868 	['602']
	1051114 	110387 	['506']
	881771 	24860 	['357']
	1037417 	64919 	['737']
	921563 	30974 	['249']
	1037067 	65126 	['233']
	1041095 	65311 	['495']
	732780 	8050 	['442', '441']
	795445 	25004 	['382']
	897432 	28054 	['153']
	897430 	28159 	['633']
	1038078 	65477 	['653']
	81288 	8250 	['308']
	352825 	4860 	['505', '382']
	1050797 	105936 	['230']
	780118 	13387 	['633']
	1070680 	117018 	['603']
	853665 	16665 	['581']
	925288 	61102 	['737']
	1015610 	63998 	['602']
	842023 	15414 	['283']
	885073 	25223 	['737']
	885074 	25241 	['357']
	710807 	12143 	['344', '367', '381']
	929757 	30948 	['489']
	872947 	66726 	['283']
	1001109 	61653 	['832']
	806011 	13065 	['308', '356']
	874710 	24837 	['384']
	874716 	24197 	['283']
	1022893 	64387 	['736', '737', '824']
	63686 	7143 	['344']
	68330 	7572 	['679']
	836157 	14954 	['352', '331']
	314037 	6459 	['621']
	95574 	10198 	['230']
	772349 	63782 	['614']
	943355 	60975 	['603']
	1009480 	63161 	['473']
	1073085 	8487 	['651']
	9342 	1981 	['362']
	79958 	8717 	['332']
	9346 	1982 	['633', '641']
	717837 	16853 	['602']
	849869 	64389 	['308', '341']
	40545 	5047 	['372', '363', '308', '384', '483', '351', '679', '364', '614']
	703604 	6617 	['508']
	884650 	28916 	['369', '308']
	45260 	5456 	['232']
	205303 	4374 	['382']
	48305 	5693 	['382', '381', '873']
	884383 	16930 	['602']
	884382 	27882 	['272', '274']
	716783 	6552 	['327', '324']
	1031927 	65812 	['489']
	85704 	9284 	['228', '541']
	50420 	5944 	['504', '737']
	44689 	5395 	['651']
	906780 	29129 	['799']
	906782 	28668 	['233']
	711377 	16453 	['384']
	1031203 	65718 	['551']
	948263 	112966 	['874']
	808326 	64637 	['355']
	717538 	16668 	['602']
	850922 	16440 	['451']
	940332 	31743 	['367']
	949240 	61403 	['452']
	314808 	2270 	['138', '444']
	851520 	23027 	['874']
	768384 	11902 	['202']
	804328 	24800 	['366']
	278130 	8579 	['571']
	849399 	15855 	['737']
	1039139 	65310 	['874']
	868780 	23753 	['371']
	720481 	10458 	['737']
	720480 	10439 	['808']
	920776 	30337 	['679']
	804212 	12950 	['508']
	797313 	20047 	['484']
	1050891 	66292 	['554', '517']
	893430 	30283 	['808']
	1016229 	63635 	['871', '737', '162']
	949341 	61355 	['738', '737']
	882389 	25662 	['355']
	18169 	2812 	['17', '16', '203', '18']
	1041426 	65368 	['382']
	87086 	9443 	['357', '737']
	5513 	12726 	['632', '631']
	735780 	11720 	['737']
	850436 	16469 	['308']
	944947 	60920 	['357']
	944948 	61060 	['233']
	79282 	15417 	['641']
	34088 	4503 	['131', '291', '122']
	106413 	11436 	['483']
	1007084 	62564 	['399', '342', '738']
	29905 	4058 	['355', '344', '353']
	883569 	28118 	['387']
	1105192 	7668 	['517', '769']
	47307 	5621 	['382']
	812121 	13332 	['384']
	23675 	3416 	['421', '451', '473']
	812128 	13323 	['201']
	887403 	31467 	['511']
	319459 	14114 	['131']
	922341 	63460 	['442', '449']
	25895 	3622 	['221']
	792130 	25320 	['737']
	1060391 	112168 	['495']
	1007228 	21244 	['808', '809']
	5133 	1468 	['277']
	1030418 	64680 	['384']
	846913 	28819 	['356']
	31107 	4186 	['342', '332']
	1000685 	61509 	['808']
	1019756 	63742 	['132']
	1040622 	65202 	['737']
	866368 	23793 	['679']
	946738 	61390 	['602']
	34629 	4585 	['356']
	859360 	60969 	['737']
	859368 	21186 	['283']
	733060 	8595 	['104', '628', '241', '679']
	92339 	14201 	['602']
	19617 	2968 	['602']
	32666 	4328 	['401']
